Date of Sale,Address,Postal Code,County,Price ,Full Market Price,VAT Exclusive,Description of Property
16/02/2022,"98 THORNFIELD SQUARE, WATERY LANE, CLONDALKIN",0,Dublin,"202,000.00",0,0,0
16/02/2022,"APARTMENT 311, SWIFTWOOD DEVELOPMENT, SAGGART",0,Dublin,"217,500.00",0,0,0
16/02/2022,"TABLICK, LEHAUNSTOWN LANE, CABINTEELY 18",18,Dublin,"2,800,000.00",0,0,0
15/02/2022,"12 OAKLANDS CRESCENT, RATHGAR, 6",6,Dublin,"445,000.00",0,0,0
15/02/2022,"12 TEMPLE COURT, UPPER DOMINICK STREET, 1",0,Dublin,"212,500.00",0,0,0
15/02/2022,"13 BERESFORD SQUARE, DONABATE",0,Dublin,"405,286.34",0,1,1
15/02/2022,"13 STELLA AVENUE, GLASNEVIN, 9",9,Dublin,"450,000.00",0,0,0
15/02/2022,"138 MOUNTAIN VIEW PARK, CHURCHTOWN, 14",14,Dublin,"411,000.00",0,0,0
15/02/2022,"145 TRITONVILLE RD, 4, DUBLIN",4,Dublin,"1,295,000.00",0,0,0
15/02/2022,"16 MCKEE ROAD, FINGLAS EAST, 11",11,Dublin,"345,000.00",0,0,0
15/02/2022,"16 WOODFORD MEADOWS, CLONDALKIN, DUBLIN",22,Dublin,"265,000.00",0,0,0
15/02/2022,"17 ABBEY PARK, BALDOYLE, DUBLIN CITY",13,Dublin,"665,000.00",0,0,0
15/02/2022,"2 OAKHILL, ROWLESTOWN, SWORDS",0,Dublin,"975,000.00",0,0,0
15/02/2022,"21 HALLWELL AVENUE, HALLWELL, ADAMSTOWN",0,Dublin,"348,017.62",0,1,1
15/02/2022,"3 THE CLOSE, ORLYNN PARK, LUSK",0,Dublin,"277,000.00",0,0,0
15/02/2022,"32 ST ANNES, KIMMAGE, 12",12,Dublin,"591,000.00",0,0,0
15/02/2022,"34 HOLLYWOODRATH AVEUE, HOLLYSTOWN, 15",0,Dublin,"500,000.00",0,0,0
15/02/2022,"36 BROOKDALE LAWNS, RIVERVALLEY, SWORDS",0,Dublin,"340,000.00",0,0,0
15/02/2022,"40 THE OAK, PARKVIEW, STEPASIDE",0,Dublin,"92,000.00",0,0,0
15/02/2022,"42 MARLFIELD GREEN, KILTIPPER WAY, TALLAGHT 24",24,Dublin,"328,000.00",0,0,0
15/02/2022,"45 LIBERTY COURT, CLANBRASSIL ST, 8",8,Dublin,"286,000.00",0,0,0
15/02/2022,"47 WEAVERS COURT, CLONDALKIN, 22",0,Dublin,"185,000.00",0,0,0
15/02/2022,"5 NEWLANDS RD, CLONDALKIN, 22",22,Dublin,"339,000.00",0,0,0
15/02/2022,"58 ENNELL COURT, BALLYBRACK, DUBLIN",0,Dublin,"300,000.00",0,0,0
15/02/2022,"63 SWILLY ROAD, CABRA, 7",7,Dublin,"372,000.00",0,0,0
15/02/2022,"GREEN TREES, EATON BRAE, SHANKILL",18,Dublin,"875,000.00",0,0,0
15/02/2022,"SADDELIERS FIELD, CASTLEKNOCK RD, 15",15,Dublin,"900,000.00",0,0,0
14/02/2022,"10 BELLGREE HOUSE, BOULEVARD, TYRRELSTOWN",15,Dublin,"260,000.00",0,0,0
14/02/2022,"12 SPENCER VILLAS, GLENAGEARY, DUBLIN",0,Dublin,"2,050,000.00",0,0,0
14/02/2022,"131 GRACE PARK MEADOWS, DRUMCONDRA, 9",9,Dublin,"487,000.00",0,0,0
14/02/2022,"14 BERESFORD SQUARE, DONABATE",0,Dublin,"405,287.00",0,1,1
14/02/2022,"17 GRAYDON CRESCENT, GRAYDON, NEWCASLE",0,Dublin,"264,317.18",0,1,1
14/02/2022,"18 HALLWELL AVENUE, HALLWELL, ADAMSTOWN",0,Dublin,"339,162.99",0,1,1
14/02/2022,"184 BALLINCLEA HEIGHTS, KILLINEY, DUBLIN",0,Dublin,"867,000.00",0,0,0
14/02/2022,"20 CHERRY LODGE FARMLEIGH WOODS, WHITES RD, CASTLEKNOCK 15",15,Dublin,"640,000.00",0,0,0
14/02/2022,"23 WILFIELD RD, SANDYMOUNT, 4",4,Dublin,"1,060,000.00",0,0,0
14/02/2022,"29 MOERAN RD, WALKINSTOWN, 12",12,Dublin,"440,000.00",0,0,0
14/02/2022,"31 MOUNT SYMON LAWN, CLONSILLA, DUBLIN",15,Dublin,"414,000.00",0,0,0
14/02/2022,"33 ARD MOR PARK, TALLAGHT, 24",24,Dublin,"270,000.00",0,0,0
14/02/2022,"34 WASHINGTON DRIVE, BELCAMP, MALAHIDE ROAD",0,Dublin,"405,287.00",0,1,1
14/02/2022,"35 BURNELL COURT, MALAHIDE RD, NORTHERN CROSS",17,Dublin,"282,500.00",0,0,0
14/02/2022,"37 ALL SAINTS RD, RAHENY, 5",5,Dublin,"622,500.00",0,0,0
14/02/2022,"37 BRADOGUE COURT, ANNAMOE RD, CABRA 7",7,Dublin,"297,000.00",0,0,0
14/02/2022,"49 THE PRIORY GRANGE RD, RATHFARNHAM 16, DUBLIN",15,Dublin,"730,000.00",0,0,0
14/02/2022,"7 CASIMIR COURT, HAROLDS CROSS, 6",0,Dublin,"425,000.00",0,0,0
14/02/2022,"73 BRANDON RD, DRIMNAGH, 12",12,Dublin,"358,000.00",0,0,0
14/02/2022,"73 MEADOWBANK, TERENURE, 6",6,Dublin,"593,000.00",0,0,0
14/02/2022,"8B THE WOODLANDS, RATHFARNHAM CASTLE, RATHFARNHAM 14",14,Dublin,"400,000.00",0,0,0
14/02/2022,"9 ST THOMAS RD, SOUTH CIRCULAR RD, 8",8,Dublin,"673,000.00",0,0,0
14/02/2022,"92 DODDER RD LOWER, RATHFARNHAM, 14",14,Dublin,"1,012,500.00",0,0,0
14/02/2022,"92 GLASMOR PARK, SWORDS, DUBLIN",0,Dublin,"350,000.00",0,0,0
14/02/2022,"BLOCK 19 APT 3 NEW PRIORY HALL, HOLE IN THE WALL, DUBLIN",0,Dublin,"235,000.00",0,0,0
14/02/2022,"THE COACH HOUSE, PARK LANE, DUN LAOGHAIRE",0,Dublin,"900,000.00",0,0,0
11/02/2022,"10 NEW PODDLE PARK, KIMMAGE, D12V9P4",12,Dublin,"500,000.00",0,0,0
11/02/2022,"100 PARKMORE DR, TERENURE, 6W",0,Dublin,"850,000.00",0,0,0
11/02/2022,"11 DUN EMER RISE, DUN EMER, LUSK",0,Dublin,"252,500.00",0,0,0
11/02/2022,"119 SCARIFFHOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER 1",1,Dublin,"275,000.00",0,0,0
11/02/2022,"126 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD 17",17,Dublin,"218,000.00",0,0,0
11/02/2022,"186 ASHLAWN PARK, BALLYBRACK, DUBLIN",0,Dublin,"415,000.00",0,0,0
11/02/2022,"19 CHIEFTAINS LODGE, CHIEFTAINS RD, CHIEFTAINS WAY",0,Dublin,"185,000.00",0,0,0
11/02/2022,"19 ROSEVALE MANSIONS, HOWTH ROAD, RAHENY",5,Dublin,"310,000.00",0,0,0
11/02/2022,"23 DODDER PARK RD, RATHFARNHAM, 14",14,Dublin,"727,500.00",0,0,0
11/02/2022,"23 HAINAULT DR, FOXROCK, 18",18,Dublin,"885,000.00",0,0,0
11/02/2022,"24 SEAPARK ROAD, CLONTARF, 3",3,Dublin,"875,000.00",0,0,0
11/02/2022,"27 SYNGE ST, APT 1, PORTOBELLO",8,Dublin,"1,245,000.00",0,0,0
11/02/2022,"28 KIRWAN STREET, 7",0,Dublin,"410,000.00",0,0,0
11/02/2022,"29 BUNRATTY AVE, COOLOCK, 5",17,Dublin,"304,500.00",0,0,0
11/02/2022,"3 FINN EBER SQ, FINGLAS, 11",11,Dublin,"255,000.00",0,0,0
11/02/2022,"3 RUSSELL GREEN, FORTUNESTOWN WAY, TALLAGHT 24",24,Dublin,"242,000.00",0,0,0
11/02/2022,"37 DARGLE ROAD, BLACKROCK, DUBLIN",0,Dublin,"830,000.00",0,0,0
11/02/2022,"37 THE HEIGHTS, MELROSE PARK, SWORDS",0,Dublin,"385,000.00",0,0,0
11/02/2022,"44 ALDERWOOD, RATOATH ROAD, HOLLYSTOWN",15,Dublin,"480,000.00",0,0,0
11/02/2022,"44 DONNYBROOK ROAD, DONNYBROOK, 4",0,Dublin,"567,000.00",0,0,0
11/02/2022,"45 CHURCH AVE, DRUMCONDRA, 9",9,Dublin,"535,000.00",0,0,0
11/02/2022,"45 HYDE RD, DALKEY, DUBLIN",0,Dublin,"851,000.00",0,0,0
11/02/2022,"47 VILLIERS RD, RATHMINES, 4",6,Dublin,"1,700,000.00",0,0,0
11/02/2022,"48 SEAMOUNT RISE, SEAMOUNT ROAD, MALAHIDE",0,Dublin,"585,904.00",0,1,1
11/02/2022,"554 MOURNE RD, DRIMNAGH, 12",12,Dublin,"322,000.00",0,0,0
11/02/2022,"58 BAYVIEW DR, KILLINEY, DUBLIN",0,Dublin,"480,000.00",0,0,0
11/02/2022,"62 HOLLYWOODRATH AVENUE, HOLLYSTOWN",0,Dublin,"361,233.00",0,1,1
11/02/2022,"64 BUNBURY GATE CRESCENT, SWORDS, DUBLIN",0,Dublin,"605,000.00",0,0,0
11/02/2022,"6A SHANGAN PARK, BALLYMUN, 9",9,Dublin,"230,000.00",0,0,0
11/02/2022,"7 ROYAL TERRACE EAST, DUN LAOGHAIRE, DUBLIN",0,Dublin,"1,800,000.00",0,0,0
11/02/2022,"75 WELLINGTON RD, 4, DUBLIN",4,Dublin,"3,850,000.00",0,0,0
11/02/2022,"8 SWIFTWOOD GARDENS   GARTERS LANE, SAGGART CO DUBLIN",0,Dublin,"600,000.00",0,0,0
11/02/2022,"83 DRURY MILLS, CASTLE ROAD, SAGGART",0,Dublin,"305,000.00",0,0,0
11/02/2022,"89 GRACE PARK HEIGHTS, DRUMCONDRA, 9",9,Dublin,"466,000.00",0,0,0
11/02/2022,"9 BUTTERFIELD DR, RATHFARNHAM, 14",14,Dublin,"1,250,000.00",0,0,0
11/02/2022,"APARTMENT 273 BLOCK 2, THE ELM, TRIMBLESTON",14,Dublin,"475,770.93",0,1,1
11/02/2022,"APT 9 ROEBUCK HILL, ROEBUCK ROAD, CLONSKEAGH",14,Dublin,"420,000.00",0,0,0
11/02/2022,"THE GATE LODGE, OATLANDS HOUSE, PORTERSTOWN RD",15,Dublin,"427,000.00",0,0,0
11/02/2022,"THE WILLOWS, BALHEARY AVE, SWORDS",0,Dublin,"740,000.00",0,0,0
10/02/2022,"1 LYNWOOD, BALLYBOUGHAL, DUBLIN",0,Dublin,"265,000.00",1,0,0
10/02/2022,"10 BEVERLY LAWNS, KNOCKLYON, 16",16,Dublin,"580,000.00",0,0,0
10/02/2022,"10 LINENHALL ST, 7, DUBLIN",7,Dublin,"305,000.00",0,0,0
10/02/2022,"14 BUNRATTY DR, 17, DUBLIN",17,Dublin,"290,000.00",1,0,0
10/02/2022,"14 CLEARWATER COVE, DUN LAOGHAIRE, DUBLIN",0,Dublin,"530,000.00",0,0,0
10/02/2022,"14 CLOCH CHOIRNEAL, BALROTHERY, BALBRIGGAN",0,Dublin,"165,000.00",0,0,0
10/02/2022,"14 ST JARLATH RD, CABRA, 7",7,Dublin,"380,000.00",0,0,0
10/02/2022,"153 KILBARRON RD, COOLCOCK, 5",5,Dublin,"285,000.00",0,0,0
10/02/2022,"18 GROVE GARDENS, VERDEMONT, BLANCHARDSTOWN",15,Dublin,"238,500.00",0,0,0
10/02/2022,"18 STRADBROOK PARK, BLACKROCK, DUBLIN",0,Dublin,"575,000.00",0,0,0
10/02/2022,"19 SEAMOUNT RISE, SEAMOUNT ROAD, MALAHIDE",0,Dublin,"748,898.67",0,1,1
10/02/2022,"2 LISSADEL PARK, SEABURY, MALAHIDE",0,Dublin,"570,000.00",0,0,0
10/02/2022,"20 HALLWELL AVENUE, HALLWELL, ADAMSTOWN",0,Dublin,"339,207.04",0,1,1
10/02/2022,"212 SWIFTWOOD, GARTERS LANE, SAGGART",0,Dublin,"250,000.00",0,0,0
10/02/2022,"24 CHAPEL FARM ROW LUSK, DUBLIN",0,Dublin,"344,000.00",0,0,0
10/02/2022,"24 MIMOSA HALL, THE GALLOPS, 18",18,Dublin,"295,000.00",0,0,0
10/02/2022,"26 THE OVAL, TULLYVALE, LOUGHLINSTOWN",18,Dublin,"247,000.00",0,0,0
10/02/2022,"28 KINGS AVENUE, BALLYBOUGH, 3",3,Dublin,"305,000.00",0,0,0
10/02/2022,"28 PRIORY HALL, WHITEHALL RD, KIMMAGE 12",12,Dublin,"435,000.00",0,0,0
10/02/2022,"29 KINSELLA HALL, COLLEGE WOOD, CASTLEKNOCK 15",15,Dublin,"350,000.00",0,0,0
10/02/2022,"3 BALLYSHANNON AVE, KILMORE WEST, COOLOCK 5",5,Dublin,"353,000.00",0,0,0
10/02/2022,"30 MURTAGH RD, STONEYBATTER, 7",7,Dublin,"415,000.00",0,0,0
10/02/2022,"31 MELVILLE VIEW, CITYSIDE, FINGLAS",11,Dublin,"230,000.00",0,0,0
10/02/2022,"31A LORETO PARK, RATHFARNAM, 14",14,Dublin,"447,500.00",0,0,0
10/02/2022,"4 SANDYCOVE AVENUE WEST, SANDYCOVE, CO DUBLIN",0,Dublin,"1,825,000.00",0,0,0
10/02/2022,"45 BROOKFIELD RD, 8, DUBLIN",8,Dublin,"528,000.00",0,0,0
10/02/2022,"45 LITTLEWOOD, ENNISKERRY RD, STEPASIDE 18",18,Dublin,"362,000.00",0,0,0
10/02/2022,"49 MCGOVERNS CORNER, CORK ST, DUBLIN",8,Dublin,"345,000.00",0,0,0
10/02/2022,"5 BALLYGALL CRESCENT, FINGLAS 11, DUBLIN",11,Dublin,"300,000.00",0,0,0
10/02/2022,"6 THE ATRIUM, 29 31 ISLAND ST, 8",8,Dublin,"240,000.00",0,0,0
10/02/2022,"7 SKYLARK PARK VIEW, ST MARNOCKS BAY, STATION ROAD",0,Dublin,"568,281.94",0,1,1
10/02/2022,"87 THE PINES, CASTLEKNOCK, 15",15,Dublin,"850,000.00",0,0,0
10/02/2022,"APT 208, PHOENIX VIEW, JAMESS ST 8",8,Dublin,"303,000.00",0,0,0
10/02/2022,"APT 59 - DEERPARK CLOSE, KILTIPPER, 24",24,Dublin,"215,000.00",0,0,0
10/02/2022,"MANRESA, 133 VILLA PARK GARDENS, NAVAN RD",7,Dublin,"585,000.00",0,0,0
10/02/2022,"NO. 17 SEAMOUNT RISE, SEAMOUNT ROAD, MALAHIDE",0,Dublin,"748,899.00",0,1,1
09/02/2022,"1 CHARLESTON ROAD, RANELAGH, 6",0,Dublin,"952,500.00",0,0,0
09/02/2022,"1 SYCAMORE WALK, THE PARK, CABINTEELY 18",18,Dublin,"490,000.00",0,0,0
09/02/2022,"10 ROYSE RD, PHIBSBOROUGH, 7",7,Dublin,"520,000.00",0,0,0
09/02/2022,"11 ROCKABILL, SOUTH STRAND, SKERRIES",0,Dublin,"498,000.00",0,0,0
09/02/2022,"12 RIVERWOOD DENE, CARPENTERSTOWN RD, CASTLEKNOCK 15",15,Dublin,"525,000.00",0,0,0
09/02/2022,"14 BELFRY ROAD, CITYWEST, 24",24,Dublin,"270,000.00",0,0,0
09/02/2022,"145 KILMACUD ROAD UPPER, STILLORGAN, DUBLIN",0,Dublin,"600,000.00",0,0,0
09/02/2022,"147 KILMACUD ROAD UPPER, STILLORGAN, DUBLIN",0,Dublin,"550,000.00",1,0,0
09/02/2022,"15 BERESFORD SQUARE, TURVEY AVENUE, DONABATE",0,Dublin,"405,286.34",0,1,1
09/02/2022,"15 HOLLYWOODRATH LAWNS, HOLLYSTOWN",0,Dublin,"392,070.50",0,1,1
09/02/2022,"152 GEORGIAN VILLAGE, CASTLEKNOCK, 15",15,Dublin,"1,475,000.00",0,0,0
09/02/2022,"178 TRIMBELSTOWN, GOATSTOWN, 14",14,Dublin,"650,000.00",0,0,0
09/02/2022,"18 HOLLYWOODRATH LAWNS, HOLLYWOODRATH HOLLYSTOWN, 15",0,Dublin,"405,286.00",0,1,1
09/02/2022,"20 OLD COURT LODGE, OLD COURT FIRHOUSE, 24",24,Dublin,"335,000.00",0,0,0
09/02/2022,"20 SEAMOUNT RISE, SEAMOUNT ROAD, MALAHIDE",0,Dublin,"753,304.00",0,1,1
09/02/2022,"22 CARNEGIE COURT, NORTH ST, SWORDS 24",0,Dublin,"275,000.00",0,0,0
09/02/2022,"227 ELM MOUNT AVE, 9, DUBLIN",9,Dublin,"443,000.00",0,0,0
09/02/2022,"39 THE COURTHOUSE, RATHCOOLE, DUBLIN",24,Dublin,"238,000.00",0,0,0
09/02/2022,"39 THE WATERRILL WATERSIDE, SWORDS RD, MALAHIDE",0,Dublin,"420,000.00",0,0,0
09/02/2022,"4 CASTLEGRANGE ROW, CASTAHEANY, 15",0,Dublin,"335,000.00",0,0,0
09/02/2022,"4 LINNETFIELDS  CLOSE, CASTAHEANEY, CLONEE",15,Dublin,"258,000.00",0,0,0
09/02/2022,"442 SOUTH CIRCULAR ROAD, 8",8,Dublin,"650,000.00",0,0,0
09/02/2022,"45 LORCAN AVE, SANTRY, 9",9,Dublin,"408,000.00",0,0,0
09/02/2022,"47 GRANGE PARK, RATHFARNHAM, 14",14,Dublin,"560,000.00",0,0,0
09/02/2022,"48 COLLINS SQ, BENBURB ST, 7",7,Dublin,"400,000.00",0,0,0
09/02/2022,"48 WILLOW WOOD GROVE, 15, DUBLIN",15,Dublin,"333,000.00",0,0,0
09/02/2022,"53 MICHAEL COLLINS PARK, CLONDALKIN, 22",22,Dublin,"260,000.00",0,0,0
09/02/2022,"63 HAZELGROVE, BLESSINGTON RD, KILLINARDEN 24",24,Dublin,"35,000.00",1,0,0
09/02/2022,"7 GLINBURY, RATHFARNHAM, 16",0,Dublin,"1,500,000.00",0,0,0
09/02/2022,"76 NORTH STRAND ROAD, FAIRVIEW, 3",3,Dublin,"350,000.00",0,0,0
09/02/2022,"79 SAUL ROAD, CRUMLIN, 12",12,Dublin,"270,000.00",0,0,0
09/02/2022,"8 MONASTERY HEATH SQ, CLONDALKIN, 22",22,Dublin,"355,000.00",0,0,0
09/02/2022,"9 THE BREHONS CHAIR, KELLYSTOWN ROAD, RATHFARNHAM",16,Dublin,"960,000.00",0,0,0
09/02/2022,"97 GRIANAN FIDH, SANDYFORD, 18",18,Dublin,"459,000.00",0,0,0
09/02/2022,"APT 107, GRANDE CENTRAL, SANDYFORD 18",18,Dublin,"480,000.00",0,0,0
09/02/2022,"APT 1, 560 NTH CIRCULAR ROAD, 1",1,Dublin,"800,000.00",0,0,0
09/02/2022,"APT 205 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD 17",17,Dublin,"335,000.00",0,0,0
09/02/2022,"NO. 1, RERE OF 119 - 131 BEAUMONT ROAD, BEAUMONT",9,Dublin,"270,000.00",0,0,0
09/02/2022,"RIGI, 205 VERNON AVE, CLONTARF 3",3,Dublin,"690,000.00",0,0,0
08/02/2022,"108 TIMBER MILLS KILMORE RD, ARTANE 5, DUBLIN",5,Dublin,"282,500.00",0,0,0
08/02/2022,"109 TEMPLE COURT, NORTHWOOD, SANTRY 9",9,Dublin,"293,000.00",0,0,0
08/02/2022,"110 SHANAGARRY, MILLTOWN RD, MILLTOWN 6",6,Dublin,"595,000.00",0,0,0
08/02/2022,"12 CAIRNBROOK HALL, CARRICKMINES, 18",0,Dublin,"407,500.00",0,0,0
08/02/2022,"122 LORETO ABBEY, RATHFARNHAM, 14",14,Dublin,"293,000.00",0,0,0
08/02/2022,"13 HERMITAGE VIEW, RATHFARNHAM, 16",16,Dublin,"760,000.00",0,0,0
08/02/2022,"16 BENEAVIN RD, FINGLAS EAST, 11",11,Dublin,"334,000.00",0,0,0
08/02/2022,"17 SCRIBES COURT, LUSK VILLAGE, DUBLIN",0,Dublin,"345,000.00",0,0,0
08/02/2022,"19 INVER RD, CABRA, DUBLIN",7,Dublin,"322,000.00",0,0,0
08/02/2022,"2 HAWTHORN WALK, BIRD AVENUE, CLONSKEAGH",0,Dublin,"705,000.00",0,0,0
08/02/2022,"2 ORCHARD SQUARE, THE MAPLES, BIRD AVE",14,Dublin,"365,000.00",0,0,0
08/02/2022,"20 BROOKDALE COURT, RIVER VALLEY, SWORDS",0,Dublin,"370,000.00",0,0,0
08/02/2022,"203 CROSBIES YARD, OSSORY RD, 3",3,Dublin,"315,000.00",0,0,0
08/02/2022,"24 PARKWEST CRESCENT, PARKWEST, CLONDALKIN 22",22,Dublin,"200,000.00",0,0,0
